userId,courseId,recommended,rating,timestamp
139,25,1,3,2024-10-24
139,108,1,5,2025-02-18
139,50,1,4,2025-10-29
139,73,1,3,2024-10-24
140,116,1,5,2025-09-16
140,17,1,4,2024-09-26
140,87,1,4,2025-10-06
140,18,1,5,2025-05-03
140,35,1,3,2025-04-14
141,3,1,4,2025-12-01
141,65,1,3,2024-12-17
141,19,1,4,2026-02-17
141,51,1,3,2025-10-30
141,106,1,4,2025-05-16
141,12,1,3,2025-02-22
142,41,1,3,2026-02-18
142,1,1,3,2026-01-05
143,118,1,3,2025-12-12
143,107,1,5,2025-09-08
143,40,1,3,2025-07-31
143,39,1,3,2026-01-31
143,47,1,4,2025-01-03
144,28,1,3,2025-03-08
144,51,1,4,2025-03-19
144,5,1,4,2026-04-01
145,119,1,5,2026-04-24
145,68,1,5,2026-04-04
145,34,1,5,2024-07-16
145,1,1,4,2024-10-31
145,94,1,5,2025-08-13
145,101,1,4,2025-04-09
145,92,1,4,2024-09-11
146,95,1,3,2026-04-18
146,2,1,4,2024-10-08
147,1,1,4,2024-05-16
147,97,1,4,2024-06-04
147,37,1,3,2024-05-31
147,38,1,5,2025-03-08
148,8,1,5,2024-09-07
148,79,1,3,2024-09-01
148,16,1,5,2025-07-15
149,25,1,3,2025-01-21
149,20,1,5,2026-01-31
149,70,1,5,2024-12-25
149,82,1,4,2024-05-24
149,46,1,5,2025-06-10
150,94,1,4,2024-08-28
150,14,1,3,2025-10-23
151,50,1,4,2025-11-19
151,56,1,3,2025-08-11
151,98,1,3,2024-06-09
151,30,1,5,2025-09-11
151,51,1,5,2025-04-01
152,95,1,5,2025-09-15
152,6,1,4,2025-01-06
153,37,1,5,2025-12-11
153,58,1,5,2025-04-23
153,62,1,3,2024-07-16
154,47,1,5,2025-07-13
154,114,1,5,2025-10-16
155,27,1,4,2024-11-26
155,92,1,4,2025-06-18
155,45,1,5,2025-01-21
155,7,1,3,2025-02-20
155,3,1,5,2025-02-08
156,91,1,3,2026-04-29
156,82,1,4,2026-01-21
157,103,1,5,2025-07-24
157,52,1,4,2025-05-29
157,79,1,5,2025-10-17
157,94,1,5,2024-12-09
157,57,1,4,2025-08-10
157,5,1,4,2026-01-21
157,73,1,3,2026-05-10
157,14,1,3,2024-09-23
158,99,1,3,2024-06-09
158,87,1,5,2024-06-08
159,85,1,4,2026-02-26
159,98,1,4,2024-07-25
159,93,1,5,2025-08-31
159,57,1,3,2024-08-19
159,31,1,5,2026-02-08
159,34,1,4,2026-02-02
160,6,1,3,2024-07-08
160,62,1,5,2024-06-29
160,41,1,3,2025-07-11
160,103,1,3,2024-09-08
160,114,1,3,2026-03-01
161,49,1,4,2025-12-27
161,42,1,4,2024-12-04
161,44,1,5,2026-01-22
161,82,1,3,2024-09-24
161,13,1,3,2025-06-14
161,66,1,4,2025-03-23
162,21,1,4,2025-08-16
162,85,1,4,2026-04-13
162,49,1,5,2025-12-14
162,59,1,3,2024-12-15
163,74,1,4,2026-01-22
163,7,1,5,2024-07-31
163,98,1,4,2026-05-13
163,9,1,4,2025-08-17
163,48,1,5,2025-03-16
163,40,1,5,2024-05-27
164,41,1,3,2024-11-25
164,76,1,4,2026-01-29
165,51,1,3,2026-02-20
165,74,1,5,2024-07-29
165,35,1,4,2024-12-11
165,92,1,5,2025-04-03
166,49,1,4,2025-07-09
166,96,1,3,2025-05-19
166,18,1,3,2026-04-30
167,30,1,3,2025-09-17
167,115,1,5,2025-06-06
167,12,1,3,2025-06-21
167,97,1,4,2026-01-08
167,68,1,5,2025-05-28
167,80,1,4,2024-09-05
168,103,1,3,2024-06-03
168,111,1,5,2025-09-16
168,48,1,3,2025-11-30
168,92,1,4,2026-02-12
168,23,1,4,2024-08-10
168,38,1,4,2024-08-19
168,99,1,4,2024-08-02
168,61,1,4,2026-03-17
169,117,1,4,2025-07-05
169,28,1,3,2025-07-20
170,58,1,4,2025-04-29
170,42,1,3,2025-09-08
170,113,1,3,2025-05-27
170,93,1,5,2025-06-26
171,79,1,5,2024-07-12
171,40,1,4,2026-02-19
171,81,1,3,2025-02-04
171,98,1,4,2025-04-24
171,105,1,3,2025-12-03
172,51,1,5,2025-09-05
172,38,1,4,2025-01-01
173,85,1,5,2025-05-04
173,114,1,3,2026-01-24
173,73,1,3,2025-07-11
173,67,1,4,2025-09-22
173,60,1,4,2024-08-12
173,64,1,3,2025-09-07
173,28,1,3,2025-07-08
173,17,1,4,2026-02-06
174,105,1,4,2025-01-04
174,19,1,5,2025-09-05
174,4,1,5,2025-10-25
174,85,1,5,2025-11-07
174,66,1,4,2024-12-09
174,117,1,5,2024-11-20
174,77,1,4,2024-09-27
175,71,1,5,2025-11-11
175,117,1,5,2024-07-13
175,99,1,3,2025-09-02
175,12,1,5,2025-07-31
175,102,1,4,2025-01-03
175,33,1,4,2024-10-13
175,26,1,4,2025-02-02
175,69,1,5,2025-01-26
176,82,1,5,2025-01-16
176,81,1,3,2026-02-16
176,98,1,5,2025-07-30
176,94,1,5,2026-04-02
176,47,1,5,2025-03-01
176,68,1,4,2025-06-29
177,112,1,4,2026-02-27
177,34,1,5,2026-02-20
177,106,1,4,2025-04-14
178,26,1,3,2025-02-01
178,93,1,3,2024-07-15
178,96,1,5,2025-08-14
178,103,1,4,2024-06-05
178,22,1,3,2025-09-25
178,21,1,4,2024-06-14
178,5,1,3,2024-12-28
178,75,1,5,2024-12-08
179,11,1,3,2024-07-30
179,57,1,5,2024-09-13
179,89,1,4,2026-03-31
179,99,1,5,2025-07-02
179,78,1,5,2025-04-20
179,85,1,5,2026-05-08
179,22,1,4,2026-03-17
179,43,1,4,2025-11-11
180,53,1,4,2024-10-23
180,79,1,3,2026-04-16
180,70,1,4,2025-09-01
180,108,1,4,2026-04-24
180,51,1,3,2024-11-19
180,29,1,5,2024-06-20
180,45,1,5,2024-12-02
181,93,1,5,2024-12-26
181,70,1,5,2024-06-16
181,32,1,5,2024-08-30
181,108,1,5,2025-12-06
181,95,1,3,2024-09-18
181,44,1,3,2026-04-21
181,74,1,5,2025-04-10
181,99,1,4,2025-09-26
182,105,1,5,2025-10-04
182,100,1,5,2025-07-24
182,1,1,4,2025-02-05
182,97,1,5,2025-09-10
182,91,1,3,2026-01-14
182,19,1,5,2024-08-07
182,52,1,4,2024-09-15
183,41,1,4,2026-02-20
183,69,1,5,2025-01-14
183,85,1,3,2026-01-24
183,55,1,3,2024-08-24
183,84,1,4,2025-03-14
183,61,1,4,2024-06-16
183,34,1,5,2024-07-30
183,81,1,5,2025-07-29
184,60,1,4,2025-01-25
184,78,1,5,2024-07-06
184,114,1,5,2024-09-10
184,47,1,4,2024-09-27
185,29,1,5,2025-03-29
185,1,1,3,2024-10-01
185,8,1,5,2025-04-01
186,98,1,4,2024-08-27
186,7,1,5,2025-09-19
186,60,1,4,2026-01-11
186,15,1,3,2024-11-10
186,62,1,4,2025-12-24
186,2,1,4,2024-12-14
186,103,1,5,2025-10-04
187,47,1,5,2024-10-06
187,24,1,3,2025-08-01
187,92,1,3,2025-02-02
187,18,1,3,2025-11-28
188,69,1,4,2024-06-08
188,3,1,3,2026-01-15
188,72,1,5,2026-04-21
189,68,1,3,2026-04-14
189,84,1,3,2024-06-19
189,39,1,5,2024-07-12
190,19,1,5,2025-08-29
190,30,1,4,2024-10-18
190,78,1,3,2025-08-04
190,95,1,4,2025-12-13
190,17,1,5,2025-02-07
190,74,1,5,2025-02-07
190,23,1,4,2025-01-19
190,97,1,5,2025-03-29
191,51,1,4,2025-11-28
191,73,1,4,2025-01-13
